InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
564856,21467,CHERRY CROCHET FOOD COVER,18,2011-08-31 09:11:00,3.75,12477.0,Germany
547946,21448,12 DAISY PEGS IN WOOD BOX,12,2011-03-28 14:59:00,1.65,12971.0,United Kingdom
576633,22111,SCOTTIE DOG HOT WATER BOTTLE,9,2011-11-16 09:27:00,4.95,13297.0,United Kingdom
548730,21931,JUMBO STORAGE BAG SUKI,50,2011-04-04 10:11:00,2.08,17669.0,United Kingdom
560360,82582,AREA PATROLLED METAL SIGN,12,2011-07-18 11:55:00,2.1,12744.0,Singapore
547240,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-03-21 16:32:00,1.25,17585.0,United Kingdom
558441,22613,PACK OF 20 SPACEBOY NAPKINS,1,2011-06-29 12:59:00,0.85,14606.0,United Kingdom
548632,20727,LUNCH BAG  BLACK SKULL.,10,2011-04-01 12:25:00,1.65,17701.0,United Kingdom
536802,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-12-02 16:29:00,4.65,17412.0,United Kingdom
560366,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-07-18 12:19:00,0.21,16859.0,United Kingdom
579146,23357,HOT WATER BOTTLE SEX BOMB,3,2011-11-28 13:14:00,4.95,16347.0,United Kingdom
556776,22024,RAINY LADIES BIRTHDAY CARD,12,2011-06-14 12:24:00,0.42,14730.0,United Kingdom
548952,20675,BLUE POLKADOT BOWL,6,2011-04-05 10:46:00,1.25,15572.0,United Kingdom
543002,16156S,WRAP PINK FAIRY CAKES ,25,2011-02-02 12:36:00,0.42,13491.0,United Kingdom
540353,21500,PINK POLKADOT WRAP ,25,2011-01-06 14:53:00,0.42,13764.0,United Kingdom
551956,23132,SMALL IVORY HEART WALL ORGANISER,1,2011-05-05 12:22:00,5.75,15021.0,United Kingdom
567182,84375,SET OF 20 KIDS COOKIE CUTTERS,6,2011-09-18 15:21:00,2.1,13334.0,United Kingdom
566073,84030E,ENGLISH ROSE HOT WATER BOTTLE,2,2011-09-08 19:58:00,4.25,14562.0,United Kingdom
577773,22263,FELT EGG COSY LADYBIRD ,2,2011-11-21 15:57:00,0.85,16712.0,United Kingdom
557762,21987,PACK OF 6 SKULL PAPER CUPS,12,2011-06-22 14:01:00,0.65,15810.0,United Kingdom
551014,22193,RED DINER WALL CLOCK,2,2011-04-26 11:04:00,8.5,13209.0,United Kingdom
545079,22745,POPPY'S PLAYHOUSE BEDROOM ,1,2011-02-28 10:30:00,2.1,18283.0,United Kingdom
563661,22383,LUNCH BAG SUKI DESIGN ,10,2011-08-18 11:23:00,1.65,13048.0,United Kingdom
576326,22097,SWALLOW SQUARE TISSUE BOX,1,2011-11-14 15:18:00,0.39,16504.0,United Kingdom
537692,22295,HEART FILIGREE DOVE LARGE,24,2010-12-08 10:40:00,1.65,14796.0,United Kingdom
580677,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,1,2011-12-05 14:40:00,0.29,16200.0,United Kingdom
569319,23543,KEEP CALM WALL ART ,6,2011-10-03 12:17:00,7.45,14290.0,United Kingdom
561085,20713,JUMBO BAG OWLS,10,2011-07-25 09:26:00,2.08,14367.0,United Kingdom
579146,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,32,2011-11-28 13:14:00,0.83,16347.0,United Kingdom
574619,23344,JUMBO BAG 50'S CHRISTMAS ,3,2011-11-06 11:18:00,2.08,15952.0,United Kingdom
577315,47471,RAINBOW PEGS PHOTO CLIP STRING,1,2011-11-18 13:25:00,0.65,17811.0,United Kingdom
541204,82580,BATHROOM METAL SIGN,12,2011-01-14 12:22:00,0.55,14175.0,United Kingdom
562807,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-08-09 14:57:00,0.42,16053.0,United Kingdom
545399,22485,SET OF 2 WOODEN MARKET CRATES,2,2011-03-02 11:48:00,12.75,14934.0,Channel Islands
552268,23202,JUMBO BAG VINTAGE LEAF,20,2011-05-08 11:49:00,2.08,14709.0,United Kingdom
545021,21773,DECORATIVE ROSE BATHROOM BOTTLE,12,2011-02-25 14:11:00,1.25,17663.0,United Kingdom
537154,22729,ALARM CLOCK BAKELIKE ORANGE,2,2010-12-05 13:05:00,3.75,15808.0,United Kingdom
547687,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-03-24 14:52:00,1.95,15078.0,United Kingdom
549563,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,1,2011-04-10 14:02:00,3.75,14030.0,United Kingdom
569638,22192,BLUE DINER WALL CLOCK,2,2011-10-05 12:15:00,8.5,16140.0,United Kingdom
560445,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,48,2011-07-19 09:08:00,1.45,14156.0,EIRE
574720,21616,4 PEAR BOTANICAL DINNER CANDLES,6,2011-11-06 14:39:00,1.25,14547.0,United Kingdom
580054,85227,SET OF 6 3D KIT CARDS FOR KIDS,6,2011-12-01 13:08:00,0.85,18122.0,United Kingdom
545165,48184,DOORMAT ENGLISH ROSE ,1,2011-02-28 13:41:00,7.95,16339.0,United Kingdom
566605,22077,6 RIBBONS RUSTIC CHARM,2,2011-09-13 16:27:00,1.95,13263.0,United Kingdom
568144,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,24,2011-09-25 11:29:00,0.19,14005.0,United Kingdom
570482,20728,LUNCH BAG CARS BLUE,2,2011-10-10 17:00:00,1.65,17459.0,United Kingdom
550515,21402,RED  EGG  SPOON,4,2011-04-18 17:29:00,0.12,14502.0,United Kingdom
564335,21621,VINTAGE UNION JACK BUNTING,1,2011-08-24 14:23:00,8.5,15800.0,United Kingdom
547800,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2011-03-25 12:55:00,0.42,14504.0,United Kingdom
543625,22616,PACK OF 12 LONDON TISSUES ,24,2011-02-10 15:38:00,0.29,12583.0,France
557871,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-06-23 12:41:00,1.65,13458.0,United Kingdom
539466,48185,DOORMAT FAIRY CAKE,2,2010-12-19 12:46:00,7.95,12668.0,Germany
539320,22939,APRON APPLE DELIGHT,12,2010-12-16 19:16:00,4.95,14911.0,EIRE
576339,21949,SET OF 6 STRAWBERRY CHOPSTICKS,2,2011-11-14 15:27:00,2.46,14096.0,United Kingdom
541995,21239,PINK  POLKADOT CUP,8,2011-01-25 09:58:00,0.85,13158.0,United Kingdom
566023,21890,S/6 WOODEN SKITTLES IN COTTON BAG,12,2011-09-08 12:48:00,3.25,12955.0,United Kingdom
571942,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-10-20 10:06:00,8.5,17434.0,United Kingdom
560359,22348,TEA BAG PLATE RED RETROSPOT,5,2011-07-18 11:47:00,0.85,14159.0,United Kingdom
561897,21213,PACK OF 72 SKULL CAKE CASES,2,2011-07-31 15:24:00,0.55,17841.0,United Kingdom
575923,23583,LUNCH BAG PAISLEY PARK  ,10,2011-11-11 17:11:00,1.65,17069.0,United Kingdom
578519,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1,2011-11-24 13:56:00,2.55,14591.0,United Kingdom
580504,20726,LUNCH BAG WOODLAND,8,2011-12-04 13:32:00,1.65,17936.0,United Kingdom
562932,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-08-10 16:39:00,0.42,16904.0,United Kingdom
558893,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-07-04 15:49:00,0.62,17581.0,United Kingdom
578074,22867,HAND WARMER BIRD DESIGN,2,2011-11-22 16:06:00,2.1,17590.0,United Kingdom
554112,20711,JUMBO BAG TOYS ,1,2011-05-22 14:44:00,2.08,17611.0,United Kingdom
562270,15056BL,EDWARDIAN PARASOL BLACK,60,2011-08-03 16:42:00,4.95,12917.0,United Kingdom
581134,21592,RETROSPOT CIGAR BOX MATCHES ,1,2011-12-07 13:12:00,0.39,16368.0,United Kingdom
575352,POST,POSTAGE,3,2011-11-09 14:56:00,18.0,12504.0,Germany
552166,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2011-05-06 12:21:00,1.45,13475.0,United Kingdom
553193,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,2011-05-15 13:31:00,0.83,15081.0,United Kingdom
573564,23516,EMBROIDERED RIBBON REEL SOPHIE  ,6,2011-10-31 13:58:00,3.75,16127.0,United Kingdom
558963,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-07-05 10:57:00,2.55,14235.0,United Kingdom
553390,20616,CHERRY BLOSSOM PASSPORT COVER,1,2011-05-16 16:41:00,2.1,17841.0,United Kingdom
561642,23310,BUBBLEGUM RING ASSORTED,30,2011-07-28 15:04:00,0.42,17965.0,United Kingdom
544087,22925,BLUE GIANT GARDEN THERMOMETER,1,2011-02-15 17:02:00,5.95,17530.0,United Kingdom
536392,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,2010-12-01 10:29:00,165.0,13705.0,United Kingdom
581379,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,2011-12-08 12:50:00,15.95,13954.0,United Kingdom
537131,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2,2010-12-05 12:26:00,2.95,15716.0,United Kingdom
547203,21418,STARFISH SOAP DISH,6,2011-03-21 13:51:00,2.55,17146.0,United Kingdom
577157,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2011-11-18 09:58:00,1.25,12451.0,Switzerland
580188,21098,CHRISTMAS TOILET ROLL,6,2011-12-02 12:02:00,1.25,16440.0,United Kingdom
562680,23206,LUNCH BAG APPLE DESIGN,2,2011-08-08 13:46:00,1.65,17954.0,United Kingdom
555565,22712,CARD DOLLY GIRL ,12,2011-06-05 15:06:00,0.42,15298.0,United Kingdom
564335,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2,2011-08-24 14:23:00,4.95,15800.0,United Kingdom
579458,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-11-29 14:38:00,0.42,16549.0,United Kingdom
539042,22421,LIPSTICK PEN FUSCHIA,24,2010-12-15 15:37:00,0.42,15062.0,United Kingdom
541481,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,6,2011-01-18 12:09:00,3.75,14696.0,United Kingdom
538637,22975,SPACEBOY CHILDRENS EGG CUP,2,2010-12-13 13:52:00,1.25,17611.0,United Kingdom
554151,22631,CIRCUS PARADE LUNCH BOX ,6,2011-05-23 11:07:00,1.95,14049.0,United Kingdom
559359,21669,BLUE STRIPE CERAMIC DRAWER KNOB,6,2011-07-07 19:18:00,1.25,14702.0,United Kingdom
544068,20675,BLUE POLKADOT BOWL,2,2011-02-15 14:08:00,1.25,16431.0,United Kingdom
544399,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-02-18 12:28:00,2.1,12594.0,Italy
563167,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,2011-08-12 12:37:00,0.65,14696.0,United Kingdom
557213,23212,HEART WREATH DECORATION WITH BELL,4,2011-06-17 12:16:00,1.25,15021.0,United Kingdom
539040,22487,WHITE WOOD GARDEN PLANT LADDER,1,2010-12-15 15:14:00,9.95,17214.0,United Kingdom
577469,22066,LOVE HEART TRINKET POT,16,2011-11-20 11:25:00,0.39,15009.0,United Kingdom
541012,21500,PINK POLKADOT WRAP ,25,2011-01-13 11:48:00,0.42,17019.0,United Kingdom
569570,21844,RED RETROSPOT MUG,252,2011-10-05 10:06:00,2.55,16684.0,United Kingdom
572475,22816,CARD MOTORBIKE SANTA,12,2011-10-24 13:37:00,0.42,15271.0,United Kingdom
553221,22668,PINK BABY BUNTING,15,2011-05-16 09:58:00,2.95,16607.0,United Kingdom
546875,23193,BUFFALO BILL TREASURE BOOK BOX,8,2011-03-17 16:38:00,2.25,12514.0,Italy
580298,23444,Next Day Carriage,1,2011-12-02 13:54:00,15.0,17086.0,United Kingdom
564342,22099,CARAVAN SQUARE TISSUE BOX,1,2011-08-24 14:53:00,0.39,16340.0,United Kingdom
538744,22629,SPACEBOY LUNCH BOX ,3,2010-12-14 11:26:00,1.95,15356.0,United Kingdom
554350,21539,RED RETROSPOT BUTTER DISH,3,2011-05-24 08:51:00,4.95,13523.0,United Kingdom
568191,22941,CHRISTMAS LIGHTS 10 REINDEER,6,2011-09-25 14:37:00,8.5,16655.0,United Kingdom
567339,23169,CLASSIC GLASS COOKIE JAR,6,2011-09-19 15:01:00,4.15,14146.0,United Kingdom
573830,79160,HEART SHAPE WIRELESS DOORBELL,3,2011-11-01 11:35:00,2.1,16960.0,United Kingdom
570983,23321,SMALL WHITE HEART OF WICKER,3,2011-10-13 11:57:00,1.65,14963.0,United Kingdom
549320,22266,EASTER DECORATION HANGING BUNNY,4,2011-04-08 10:14:00,0.65,16010.0,United Kingdom
559557,23242,TREASURE TIN BUFFALO BILL ,6,2011-07-11 10:33:00,2.08,17444.0,Canada
543821,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-02-14 09:24:00,4.95,17667.0,United Kingdom
552469,22717,CARD DOG AND BALL ,12,2011-05-09 15:34:00,0.42,12867.0,United Kingdom
568577,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-09-28 09:41:00,9.95,15301.0,United Kingdom
575848,22222,CAKE PLATE LOVEBIRD WHITE,1,2011-11-11 12:10:00,4.95,14178.0,United Kingdom
574677,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,2011-11-06 12:32:00,0.55,16445.0,United Kingdom
574532,23439,HAND WARMER RED LOVE HEART,12,2011-11-04 14:19:00,2.1,15676.0,United Kingdom
559668,22469,HEART OF WICKER SMALL,12,2011-07-11 13:40:00,1.65,13394.0,United Kingdom
554161,22624,IVORY KITCHEN SCALES,2,2011-05-23 11:49:00,8.5,12464.0,Belgium
572194,84596F,SMALL MARSHMALLOWS PINK BOWL,1,2011-10-21 11:43:00,0.42,17832.0,United Kingdom
565453,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,12,2011-09-04 16:05:00,2.95,15136.0,United Kingdom
568665,22383,LUNCH BAG SUKI DESIGN ,10,2011-09-28 12:52:00,1.65,13018.0,United Kingdom
574501,22327,ROUND SNACK BOXES SET OF 4 SKULLS,4,2011-11-04 13:15:00,2.95,12577.0,France
576695,23394,POSTE FRANCE CUSHION COVER,1,2011-11-16 12:25:00,3.75,16469.0,United Kingdom
572301,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-10-23 14:41:00,4.95,16794.0,United Kingdom
555841,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-06-07 12:47:00,2.95,14583.0,United Kingdom
578488,22555,PLASTERS IN TIN STRONGMAN,1,2011-11-24 12:53:00,1.65,12784.0,Portugal
558538,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-06-30 12:12:00,1.65,15005.0,United Kingdom
550000,22672,FRENCH BATHROOM SIGN BLUE METAL,12,2011-04-14 09:18:00,1.65,17058.0,United Kingdom
537622,15056N,EDWARDIAN PARASOL NATURAL,2,2010-12-07 14:30:00,5.95,13173.0,United Kingdom
551305,22508,DOORSTOP RETROSPOT HEART,4,2011-04-27 14:58:00,3.75,16145.0,United Kingdom
546426,23230,WRAP ALPHABET DESIGN,25,2011-03-13 13:46:00,0.42,13708.0,United Kingdom
579069,21620,SET OF 4 ROSE BOTANICAL CANDLES,12,2011-11-28 10:31:00,1.25,14911.0,EIRE
557636,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,6,2011-06-21 15:41:00,1.25,17841.0,United Kingdom
551148,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,48,2011-04-26 14:12:00,0.95,15939.0,United Kingdom
548276,22716,CARD CIRCUS PARADE,24,2011-03-30 11:39:00,0.42,17863.0,United Kingdom
547081,48138,DOORMAT UNION FLAG,2,2011-03-20 15:07:00,7.95,14205.0,United Kingdom
574673,21329,DINOSAURS  WRITING SET ,1,2011-11-06 12:26:00,1.65,15555.0,United Kingdom
565684,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,2011-09-06 10:46:00,1.65,16455.0,United Kingdom
557764,20727,LUNCH BAG  BLACK SKULL.,12,2011-06-22 14:21:00,1.65,13089.0,United Kingdom
562023,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-08-01 15:57:00,2.1,16814.0,United Kingdom
546765,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-03-16 14:37:00,0.85,12437.0,France
575837,23189,SET OF 12 FORK CANDLES,1,2011-11-11 11:37:00,2.89,12748.0,United Kingdom
566932,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-09-15 15:29:00,1.25,17576.0,United Kingdom
576076,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-11-13 16:18:00,0.85,14382.0,United Kingdom
554181,22686,FRENCH BLUE METAL DOOR SIGN No,12,2011-05-23 12:09:00,1.25,13078.0,United Kingdom
555577,21539,RED RETROSPOT BUTTER DISH,3,2011-06-05 15:53:00,4.95,15301.0,United Kingdom
574714,23313,VINTAGE CHRISTMAS BUNTING,1,2011-11-06 14:29:00,4.95,15427.0,United Kingdom
544097,84836,ZINC METAL HEART DECORATION,48,2011-02-16 09:56:00,1.25,12455.0,Cyprus
545067,22469,HEART OF WICKER SMALL,2,2011-02-27 14:49:00,1.65,17894.0,United Kingdom
556912,23256,CHILDRENS CUTLERY SPACEBOY ,1,2011-06-15 13:26:00,4.15,15005.0,United Kingdom
567504,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-09-20 14:33:00,0.85,13356.0,United Kingdom
576339,84991,60 TEATIME FAIRY CAKE CASES,2,2011-11-14 15:27:00,1.25,14096.0,United Kingdom
575753,84509B,SET OF 4 FAIRY CAKE PLACEMATS,1,2011-11-11 10:41:00,3.75,17841.0,United Kingdom
546422,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,3,2011-03-13 11:38:00,2.95,15547.0,United Kingdom
562370,23311,VINTAGE CHRISTMAS STOCKING ,12,2011-08-04 14:20:00,2.55,12626.0,Germany
574746,23582,VINTAGE DOILY JUMBO BAG RED ,30,2011-11-07 08:30:00,2.08,16523.0,United Kingdom
564173,22492,MINI PAINT SET VINTAGE ,36,2011-08-23 14:23:00,0.65,12567.0,France
580653,21172,PARTY METAL SIGN ,12,2011-12-05 13:34:00,1.45,17706.0,United Kingdom
564092,22692,DOORMAT WELCOME TO OUR HOME,6,2011-08-23 10:24:00,7.95,13767.0,United Kingdom
574733,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-11-06 15:17:00,2.95,17082.0,United Kingdom
540856,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2011-01-12 10:16:00,3.95,16655.0,United Kingdom
547882,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,24,2011-03-28 07:53:00,0.85,14911.0,EIRE
574691,22227,HANGING HEART MIRROR DECORATION ,6,2011-11-06 13:17:00,0.65,14174.0,United Kingdom
568316,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-09-26 13:21:00,2.95,16407.0,United Kingdom
537818,21888,BINGO SET,8,2010-12-08 13:53:00,3.75,12766.0,Portugal
574032,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2011-11-02 12:37:00,1.25,17754.0,United Kingdom
